Gender,Age,Customer Type,Type of Travel,Class,Flight Distance,Departure Delay in Minutes,Arrival Delay in Minutes,Departure and Arrival Time Convenience,Ease of Online Booking,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort,Leg Room Service,Cleanliness,Food and Drink,In-flight Service,In-flight Wifi Service,In-flight Entertainment,Baggage Handling,Satisfaction Rating
Female,45,Returning,Personal,Economy,135,41,33,2,3,3,3,3,5,4,3,1,3,5,3,5,5,Neutral
Female,51,Returning,Personal,Economy,116,6,0,4,1,4,3,4,3,4,1,4,1,3,1,3,1,Neutral
Male,15,Returning,Personal,Economy,135,0,0,0,2,4,2,4,3,3,5,3,3,4,2,3,4,Neutral
Female,55,Returning,Personal,Economy,135,0,2,1,2,2,4,4,1,3,2,4,5,1,2,1,1,Dissatisfied
Female,64,Returning,Personal,Economy,135,0,26,3,3,4,3,3,5,3,3,2,3,5,3,5,5,Satisfied
Female,10,Returning,Personal,Economy,135,6,1,0,1,5,1,4,4,3,3,3,3,4,1,3,4,Neutral
Female,19,Returning,Personal,Economy,130,0,0,3,3,2,3,5,1,2,3,2,2,4,3,2,5,Neutral
Female,30,Returning,Personal,Economy,116,0,0,4,3,3,3,4,3,1,2,1,1,3,3,1,3,Neutral
Male,69,Returning,Personal,Economy,116,46,30,1,2,2,2,3,4,2,1,2,2,3,2,2,2,Dissatisfied
Male,55,Returning,Personal,Economy,139,28,21,4,2,5,2,1,5,4,3,4,4,4,2,4,5,Satisfied
Male,7,Returning,Personal,Economy,116,0,8,2,4,4,4,4,4,1,4,1,1,3,4,1,4,Neutral
Male,26,Returning,Personal,Economy,139,73,65,4,3,4,3,3,4,1,4,2,2,4,3,2,4,Neutral
Female,38,Returning,Personal,Economy,116,0,0,2,3,2,3,3,2,5,3,5,5,4,3,5,4,Satisfied
Female,17,Returning,Personal,Economy,130,29,38,0,2,3,2,3,5,2,4,2,2,5,2,2,4,Neutral
Male,15,Returning,Personal,Economy,139,63,57,4,1,2,1,3,3,5,1,5,5,4,1,5,4,Neutral
Female,45,Returning,Personal,Economy,139,0,0,4,5,3,5,1,5,2,5,4,1,5,5,5,5,Satisfied
Male,58,Returning,Personal,Economy,139,21,13,5,2,5,2,4,4,5,2,5,5,4,2,5,5,Satisfied
Male,45,Returning,Personal,Economy,139,11,7,0,4,4,4,4,4,3,3,3,3,5,4,3,5,Satisfied
Female,19,Returning,Personal,Economy,135,91,168,4,3,5,5,4,2,5,4,5,3,3,3,4,5,Satisfied
Female,67,Returning,Personal,Economy,135,102,91,2,1,3,4,3,3,3,1,4,3,3,1,3,1,Neutral
Female,8,Returning,Personal,Economy,135,8,0,0,2,3,2,5,4,3,4,3,3,4,2,3,4,Neutral
Male,15,Returning,Personal,Economy,135,5,11,0,2,1,2,1,1,2,2,2,2,3,2,2,5,Dissatisfied
Female,53,Returning,Personal,Economy,116,72,66,3,2,2,2,3,5,2,2,4,3,5,2,5,5,Neutral
Female,42,Returning,Personal,Economy,135,0,0,0,4,3,4,4,2,5,4,3,5,2,4,2,2,Neutral
Male,45,Returning,Personal,Economy,139,33,36,0,2,4,2,3,4,5,5,5,5,4,2,5,3,Satisfied
Male,26,Returning,Personal,Economy,139,7,0,5,4,1,4,2,2,4,1,5,5,2,4,5,3,Neutral
Female,42,Returning,Personal,Economy,139,3,0,0,1,4,4,1,3,5,1,4,5,3,1,3,3,Neutral
Male,49,Returning,Personal,Economy,135,51,132,0,3,1,1,3,5,1,5,1,3,4,3,4,5,Neutral
Male,69,Returning,Personal,Economy,135,0,0,0,3,3,3,3,3,3,4,3,3,4,3,3,4,Neutral
Female,40,Returning,Personal,Economy,139,0,0,4,1,4,1,3,4,4,5,4,4,4,1,4,3,Neutral
Male,35,Returning,Personal,Economy,135,0,16,0,3,5,3,4,3,1,4,1,1,5,3,1,5,Neutral
Male,32,Returning,Personal,Economy,139,0,0,3,3,1,3,3,3,1,2,1,1,3,3,1,4,Dissatisfied
Female,23,Returning,Personal,Economy,139,47,45,3,2,2,2,3,4,3,5,3,3,4,2,3,3,Neutral
Male,52,Returning,Business,Business,135,0,0,5,5,4,5,5,4,4,5,3,4,4,5,4,5,Satisfied
Female,54,First-time,Business,Business,139,0,0,5,5,4,4,1,3,3,4,3,3,5,4,3,5,Satisfied
Male,51,Returning,Business,Business,3554,0,0,5,4,3,4,5,5,5,5,3,3,5,5,5,5,Satisfied
Female,43,First-time,Business,Business,116,7,43,3,3,3,3,4,3,2,5,2,2,5,3,2,4,Neutral
Male,63,Returning,Business,Business,135,0,1,2,2,5,5,2,4,5,4,3,3,4,2,4,4,Satisfied
Male,38,Returning,Business,Business,3548,0,0,2,2,4,5,2,4,5,4,5,4,4,2,4,5,Satisfied
Female,35,Returning,Business,Business,139,0,0,5,5,3,5,5,4,4,4,4,5,4,5,4,5,Satisfied
Female,51,Returning,Business,Business,2312,4,0,4,4,5,4,4,4,5,5,5,2,4,4,4,5,Satisfied
Female,38,Returning,Business,Economy Plus,116,0,0,2,2,3,2,2,3,1,1,1,1,3,1,1,4,Dissatisfied
Male,36,Returning,Business,Economy Plus,139,165,194,1,5,1,1,1,4,1,3,1,1,2,1,3,4,Dissatisfied
Female,48,Returning,Business,Business,135,0,0,5,5,4,4,5,3,5,4,3,3,3,5,3,5,Satisfied
Male,18,First-time,Business,Economy Plus,130,0,0,4,1,3,1,3,1,1,5,1,1,3,1,1,4,Dissatisfied
Female,29,Returning,Business,Economy Plus,130,0,5,3,3,2,2,3,1,2,4,2,2,3,2,2,4,Neutral
Male,60,Returning,Business,Economy Plus,116,1,0,2,2,4,3,2,4,3,3,3,3,4,3,3,3,Neutral
Male,51,Returning,Business,Economy Plus,135,0,18,5,5,4,3,5,2,3,2,3,3,2,3,3,1,Neutral
Female,67,Returning,Business,Economy Plus,135,0,0,3,3,2,4,3,4,4,4,2,1,4,4,4,4,Neutral
Female,43,Returning,Personal,Economy Plus,116,0,0,3,4,4,4,3,5,4,4,4,3,5,4,5,3,Satisfied
Female,69,Returning,Personal,Economy Plus,139,0,0,5,4,5,5,1,2,4,4,3,3,2,4,2,2,Neutral
Male,40,Returning,Personal,Economy Plus,130,1,9,4,1,3,1,2,4,2,3,2,2,5,1,2,3,Neutral
Male,30,Returning,Personal,Economy Plus,116,0,0,3,3,2,3,2,4,3,4,3,3,2,3,3,3,Neutral
Female,59,Returning,Personal,Economy Plus,135,118,113,5,3,5,5,4,1,4,3,3,5,1,3,1,1,Neutral
Male,35,Returning,Personal,Economy Plus,135,53,44,0,3,5,3,3,4,5,2,5,5,5,3,5,5,Satisfied
Female,34,Returning,Personal,Economy Plus,135,0,0,0,3,4,3,4,4,1,3,1,1,5,3,1,4,Neutral
Male,32,Returning,Personal,Economy Plus,116,0,0,3,1,3,1,4,4,4,2,3,3,1,1,3,1,Dissatisfied
Male,13,Returning,Personal,Economy Plus,135,42,125,0,3,3,3,1,3,1,4,1,1,5,3,1,5,Dissatisfied
Male,20,Returning,Business,Economy Plus,135,0,8,1,1,1,4,1,3,1,3,3,3,4,3,3,3,Dissatisfied
Female,27,First-time,Business,Business,606,39,46,1,1,4,1,4,3,1,5,1,1,4,1,1,4,Dissatisfied
Female,52,Returning,Business,Business,3287,0,0,2,3,1,3,2,1,3,1,1,4,1,1,1,1,Dissatisfied
Male,56,Returning,Personal,Business,606,24,5,2,3,1,4,4,1,3,3,2,3,1,3,1,1,Dissatisfied
Female,43,Returning,Business,Business,606,41,40,4,4,5,5,4,5,5,5,3,4,5,4,5,5,Very Satisfied
Male,42,Returning,Business,Business,3499,0,0,1,1,4,4,1,5,5,5,3,5,5,1,5,5,Satisfied
Male,47,Returning,Business,Business,2862,0,0,1,5,5,5,1,4,5,4,3,3,4,1,4,4,Satisfied
Male,57,Returning,Business,Business,606,0,19,2,4,4,4,2,3,5,4,4,3,3,2,3,3,Neutral
Male,35,Returning,Business,Business,606,34,28,4,4,4,5,4,4,4,4,4,2,4,4,4,4,Satisfied
Female,23,First-time,Business,Business,606,80,70,0,5,4,5,3,4,3,5,3,3,4,5,3,4,Satisfied
Female,46,Returning,Business,Business,606,13,6,3,3,3,4,3,4,5,4,5,3,4,3,4,4,Satisfied
Female,26,Returning,Business,Business,606,10,9,2,2,4,5,2,4,4,2,4,4,4,2,4,5,Neutral
Male,50,Returning,Business,Business,606,15,13,4,4,3,5,4,5,5,5,5,5,5,4,5,5,Very Satisfied
Female,35,Returning,Business,Business,2644,14,0,4,5,4,4,4,4,5,4,4,2,4,4,4,4,Satisfied
Female,28,Returning,Business,Business,606,52,46,1,1,1,3,1,3,3,3,3,3,4,3,3,4,Neutral
Female,54,Returning,Business,Economy,606,0,0,3,3,2,3,3,2,4,2,1,1,2,2,2,2,Dissatisfied
Female,42,Returning,Business,Economy,606,0,0,3,3,1,3,3,1,3,1,3,5,1,1,1,1,Dissatisfied
Female,21,Returning,Personal,Economy,606,24,13,5,4,5,4,1,3,5,3,5,5,4,4,5,5,Satisfied
Male,61,Returning,Personal,Economy,606,0,33,4,2,4,2,3,3,1,3,3,3,5,2,3,5,Neutral
Female,39,Returning,Personal,Economy,606,36,33,4,2,5,2,4,4,4,4,4,4,5,2,4,5,Satisfied
Female,70,Returning,Personal,Economy,606,0,0,3,4,5,4,2,4,5,4,5,2,4,4,4,4,Satisfied
Female,39,Returning,Personal,Economy,606,16,21,1,3,2,3,2,3,2,2,2,2,2,3,2,2,Dissatisfied
Male,58,Returning,Business,Business,464,19,29,3,3,4,5,3,4,5,4,3,4,4,3,4,4,Satisfied
Male,42,First-time,Business,Business,864,78,71,4,4,3,4,4,3,4,4,4,4,5,4,4,4,Satisfied
Male,49,Returning,Business,Business,1878,0,0,1,1,3,4,1,5,5,5,3,4,5,1,5,5,Neutral
Male,47,First-time,Business,Business,864,0,0,4,4,5,4,2,3,3,2,3,3,4,4,3,4,Neutral
Male,38,First-time,Business,Business,864,3,0,3,3,4,3,2,3,5,4,5,5,5,3,5,4,Satisfied
Male,19,First-time,Business,Economy,864,103,171,4,4,2,5,4,5,2,3,2,4,2,4,4,3,Neutral
Female,44,Returning,Business,Economy,464,0,0,3,3,2,4,3,4,3,4,5,1,4,4,4,4,Neutral
Female,32,Returning,Personal,Economy,864,22,20,4,3,1,3,3,5,5,3,5,5,2,3,5,3,Satisfied
Male,15,Returning,Personal,Economy,864,40,70,5,3,3,3,5,3,1,4,1,1,4,3,1,4,Neutral
Female,26,Returning,Business,Business,783,0,0,2,2,3,5,2,3,5,4,5,5,4,2,5,5,Satisfied
Female,46,Returning,Personal,Business,783,0,0,4,2,5,5,3,5,4,2,4,3,5,2,5,5,Satisfied
Female,38,Returning,Personal,Business,783,27,22,4,3,5,4,2,3,4,3,4,2,3,3,3,3,Neutral
Female,57,Returning,Business,Business,2051,0,0,1,1,3,5,1,5,5,5,5,2,5,1,5,5,Satisfied
Male,23,First-time,Business,Economy,783,30,25,1,1,4,1,3,5,3,2,3,3,4,1,3,4,Neutral
Female,56,Returning,Business,Business,3568,0,0,1,1,4,5,1,4,5,4,5,2,4,1,4,4,Neutral
Female,19,First-time,Business,Business,783,14,0,4,4,3,4,2,3,3,4,3,3,4,4,3,5,Satisfied
Female,42,Returning,Business,Business,3647,0,0,3,3,5,4,3,5,5,5,5,2,5,3,5,5,Satisfied
Female,33,Returning,Business,Economy,783,5,0,5,5,1,2,5,1,2,1,2,2,4,2,2,4,Neutral
Male,29,First-time,Business,Business,783,0,0,2,2,4,2,3,3,5,5,5,5,4,2,5,5,Satisfied
Male,41,Returning,Business,Economy,783,97,103,5,2,3,3,5,3,3,5,3,3,3,3,3,4,Neutral
Female,27,Returning,Business,Business,2361,0,0,1,3,4,3,1,1,3,4,3,3,3,3,3,4,Neutral
Male,66,Returning,Personal,Economy,783,0,0,5,2,5,2,2,3,5,5,5,5,4,2,5,4,Satisfied
Female,18,Returning,Personal,Economy,783,32,41,4,2,5,2,2,5,4,4,3,3,4,2,3,4,Neutral
Male,65,Returning,Personal,Economy,783,0,0,1,5,4,5,4,1,1,3,5,5,4,5,5,4,Satisfied
Female,22,Returning,Personal,Economy,783,1,0,4,2,3,2,4,4,3,4,3,3,4,2,3,5,Neutral
Male,39,Returning,Business,Business,2702,12,14,2,2,3,4,2,5,5,5,3,2,5,2,5,5,Satisfied
Male,48,Returning,Business,Business,888,33,25,3,3,3,3,3,3,4,3,3,4,3,3,3,3,Neutral
Male,28,Returning,Business,Business,1791,16,36,2,2,4,4,2,3,4,4,4,4,5,2,4,4,Neutral
Female,54,Returning,Business,Business,888,35,24,1,1,4,3,1,4,4,4,3,2,4,4,4,4,Neutral
Male,9,Returning,Personal,Economy,888,7,0,4,2,5,2,1,3,5,5,5,5,1,2,5,1,Neutral
Male,19,Returning,Personal,Economy,888,0,0,1,1,4,1,3,4,4,4,4,4,3,1,4,2,Neutral
Female,49,Returning,Business,Business,2932,35,34,5,5,3,5,5,5,4,5,4,2,5,5,5,5,Very Satisfied
Female,28,Returning,Business,Business,3032,69,70,5,5,3,4,5,3,3,4,3,3,5,5,3,5,Satisfied
Female,12,Returning,Business,Business,3322,38,39,4,4,1,4,4,4,5,3,5,5,4,5,5,3,Satisfied
Female,72,First-time,Business,Business,122,0,0,3,3,4,3,4,2,3,5,3,3,3,3,3,3,Neutral
Female,14,Returning,Personal,Business,552,0,0,1,5,2,5,3,3,5,4,5,5,3,4,5,4,Satisfied
Female,35,Returning,Business,Business,3485,11,14,3,5,4,5,3,4,5,4,3,5,4,3,4,4,Satisfied
Female,28,First-time,Business,Business,522,77,82,3,3,3,3,4,5,5,2,5,5,4,3,5,4,Satisfied
Male,22,Returning,Business,Business,1844,147,205,4,4,5,5,4,5,5,4,5,5,3,4,5,4,Satisfied
Female,43,Returning,Business,Business,522,0,10,3,3,3,5,3,4,5,4,3,2,4,3,4,4,Satisfied
Male,25,First-time,Business,Business,522,76,82,0,2,3,2,2,4,1,5,1,1,4,2,1,4,Dissatisfied
Male,42,Returning,Business,Business,3419,0,0,1,1,5,4,1,4,5,4,4,3,4,1,4,4,Neutral
Male,40,Returning,Business,Business,2499,0,0,3,3,5,5,3,4,5,4,5,3,4,3,4,4,Satisfied
Female,34,Returning,Business,Business,522,0,0,3,5,5,4,3,2,4,2,4,2,2,3,2,2,Neutral
Female,37,First-time,Business,Business,522,30,29,1,1,3,1,2,5,5,2,5,5,4,1,5,4,Neutral
Male,26,First-time,Business,Business,522,45,46,5,5,5,5,4,3,1,2,1,1,5,5,1,5,Neutral
Male,19,Returning,Business,Business,3492,0,3,4,4,3,3,4,4,3,4,3,3,4,4,3,4,Satisfied
Female,49,Returning,Business,Business,552,8,1,5,5,3,4,5,3,4,3,5,2,3,5,3,3,Satisfied
Male,46,Returning,Business,Business,2186,40,27,2,2,4,4,2,4,5,4,5,3,4,2,4,4,Satisfied
Male,57,Returning,Business,Business,522,0,0,4,4,3,5,4,4,5,5,4,5,4,4,4,4,Satisfied
Male,32,First-time,Business,Business,522,5,0,4,4,5,4,3,5,1,5,1,1,5,4,1,5,Neutral
Male,41,Returning,Business,Business,552,0,0,2,2,3,5,2,4,5,4,4,5,4,2,4,4,Satisfied
Female,24,First-time,Business,Economy,522,2,0,0,3,5,3,1,5,5,2,4,4,5,3,4,4,Neutral
Male,55,Returning,Business,Business,2795,9,0,4,4,5,4,4,5,4,5,3,2,5,4,5,5,Satisfied
Female,55,Returning,Business,Business,3903,15,51,5,5,5,5,5,5,4,5,3,2,5,5,5,5,Very Satisfied
Female,28,Returning,Business,Business,552,15,29,3,3,3,4,3,3,4,2,4,4,5,3,4,5,Satisfied
Female,40,Returning,Business,Business,522,81,130,3,3,5,4,3,5,5,5,5,5,5,3,5,5,Satisfied
Male,22,Returning,Business,Business,3754,34,38,2,2,5,4,2,3,4,3,4,4,4,2,4,4,Neutral
Male,42,Returning,Business,Business,2935,60,55,2,2,4,5,2,4,4,4,3,5,4,2,4,4,Satisfied
Female,41,Returning,Business,Business,1940,9,2,1,1,4,4,1,4,5,4,4,4,4,1,4,4,Neutral
Female,21,Returning,Business,Business,522,0,0,4,4,4,2,4,3,2,2,2,2,2,2,2,2,Neutral
Female,42,Returning,Business,Business,522,1,0,2,5,4,4,5,5,4,5,4,5,5,5,5,5,Very Satisfied
Male,43,Returning,Business,Business,552,0,5,3,3,3,4,3,4,5,4,3,3,4,3,4,4,Satisfied
Female,44,Returning,Business,Business,3686,63,55,2,2,4,5,2,5,5,5,5,5,5,2,5,5,Satisfied
Female,24,Returning,Business,Business,522,11,52,2,5,4,3,2,3,3,2,3,3,3,3,3,3,Neutral
Female,42,Returning,Business,Business,1742,108,107,1,1,5,5,1,4,5,4,4,4,4,1,4,4,Neutral
Male,28,Returning,Business,Business,1906,10,37,5,5,5,2,5,5,2,4,2,2,5,5,2,5,Satisfied
Female,71,Returning,Business,Business,3745,123,162,4,4,4,4,4,5,4,3,4,3,1,4,1,2,Neutral
Male,36,Returning,Business,Business,1989,110,103,1,1,3,5,1,4,4,4,4,5,4,1,4,4,Neutral
Male,29,First-time,Business,Economy,522,0,0,3,2,1,2,3,4,5,4,2,2,2,2,2,2,Neutral
Male,54,Returning,Business,Business,552,7,0,4,3,2,4,3,1,4,1,4,2,1,1,1,1,Dissatisfied
Female,23,Returning,Business,Economy,522,0,34,2,2,2,3,2,3,2,1,3,3,3,3,3,3,Neutral
Female,14,Returning,Business,Business,2804,0,0,1,4,3,3,1,3,3,5,3,3,5,1,3,5,Neutral
Female,26,Returning,Business,Economy,552,0,11,3,3,2,3,3,4,1,5,3,3,3,3,3,3,Neutral
Male,41,Returning,Business,Business,552,0,0,1,1,5,5,1,3,4,3,5,4,3,1,3,3,Neutral
Male,37,Returning,Business,Economy,522,4,27,2,2,2,2,2,4,2,1,2,2,4,2,2,3,Dissatisfied
Female,24,Returning,Business,Business,552,49,106,3,2,3,1,2,1,1,2,1,1,4,1,1,4,Dissatisfied
Male,9,Returning,Business,Business,3418,0,0,2,2,4,2,2,3,2,1,2,2,4,2,2,3,Dissatisfied
Male,25,Returning,Business,Economy,552,14,10,3,3,1,1,3,3,3,2,1,1,4,1,1,4,Dissatisfied
Male,54,Returning,Business,Business,122,36,28,3,3,1,4,3,2,3,1,2,2,2,2,2,2,Dissatisfied
Male,23,First-time,Business,Economy,522,23,13,3,2,3,2,4,2,5,4,5,5,4,2,5,3,Satisfied
Female,20,First-time,Business,Economy,122,83,71,2,1,4,1,3,1,3,2,3,3,3,1,3,3,Dissatisfied
Male,11,Returning,Personal,Economy,522,35,29,4,4,3,4,2,5,1,2,1,1,4,4,1,4,Neutral
Female,12,Returning,Personal,Economy,552,0,7,5,2,3,2,3,5,3,4,3,3,5,2,3,5,Neutral
Male,61,Returning,Personal,Economy,522,59,147,5,4,4,4,4,3,4,4,4,4,4,4,4,5,Satisfied
Male,46,Returning,Personal,Economy,522,2,0,5,2,5,2,5,4,3,4,3,3,4,2,3,4,Satisfied
Male,28,Returning,Personal,Economy,522,0,0,5,1,3,1,1,5,3,2,3,3,4,1,3,5,Neutral
Female,46,Returning,Personal,Economy,522,92,97,4,4,5,5,4,2,4,4,3,3,2,4,2,2,Neutral
Female,55,Returning,Personal,Economy,522,26,70,4,3,5,4,1,4,5,3,4,5,4,1,4,4,Satisfied
Female,19,Returning,Personal,Economy,522,37,41,3,2,5,2,1,2,4,2,4,4,5,2,4,5,Neutral
Female,31,Returning,Personal,Economy,522,0,0,2,3,1,3,3,4,2,3,2,2,3,3,2,4,Neutral
Female,26,Returning,Personal,Economy,522,0,15,4,2,4,2,1,5,1,5,1,1,3,2,1,5,Neutral
Female,45,Returning,Personal,Economy,552,0,0,1,3,4,5,4,5,5,3,5,4,5,3,5,5,Satisfied
Male,8,Returning,Personal,Economy,552,0,11,3,4,3,4,1,3,3,2,3,3,5,4,3,2,Neutral
Female,39,Returning,Personal,Economy,522,0,0,4,3,5,3,4,4,3,2,4,4,4,3,4,4,Satisfied
Female,30,Returning,Personal,Economy,522,0,3,5,3,3,3,4,5,4,2,4,4,5,3,4,5,Satisfied
Female,34,Returning,Personal,Economy,552,0,1,3,3,4,3,5,1,2,3,2,2,1,3,2,4,Neutral
Male,31,Returning,Personal,Economy,552,0,0,0,3,4,3,1,5,3,2,3,3,4,3,3,5,Neutral
Male,23,Returning,Personal,Economy,522,0,0,5,3,5,3,2,5,5,3,5,5,4,3,5,4,Satisfied
Male,48,Returning,Personal,Economy,522,6,0,5,5,5,5,1,3,1,4,1,1,5,5,1,4,Neutral
Male,49,Returning,Personal,Economy,522,20,15,5,2,3,2,1,3,2,2,2,2,4,2,2,4,Neutral
Female,25,Returning,Personal,Economy,522,0,0,5,4,5,4,5,3,1,5,1,1,5,4,1,4,Neutral
Male,47,Returning,Business,Business,552,0,0,1,1,3,4,1,4,4,4,3,5,4,1,4,4,Neutral
Male,60,Returning,Business,Business,3094,15,3,3,3,4,4,3,5,5,5,3,2,5,3,5,5,Satisfied
Male,53,Returning,Business,Business,522,12,0,2,2,3,5,2,2,4,2,5,3,2,2,2,2,Neutral
Female,39,First-time,Business,Business,552,0,0,3,3,3,3,5,3,4,5,3,3,5,3,3,5,Satisfied
Male,56,Returning,Business,Business,3063,0,0,5,2,5,5,2,5,5,5,4,3,5,2,5,5,Satisfied
Female,38,Returning,Business,Economy Plus,122,0,0,2,2,4,4,2,4,4,2,4,4,1,4,4,5,Neutral
Female,39,Returning,Business,Economy Plus,152,36,38,5,5,1,2,5,1,2,3,2,2,3,2,2,4,Neutral
Female,9,Returning,Personal,Economy Plus,522,0,0,4,5,4,5,2,3,2,4,2,2,4,5,2,4,Neutral
Male,43,Returning,Personal,Economy Plus,522,0,0,4,2,5,2,3,5,5,2,5,5,4,2,5,5,Satisfied
Female,44,Returning,Business,Business,510,180,183,2,2,4,4,2,2,4,5,4,4,4,2,5,5,Satisfied
Male,56,Returning,Business,Business,2136,21,55,3,5,3,4,3,5,5,5,4,2,5,3,5,5,Satisfied
Female,45,Returning,Business,Business,510,0,0,3,3,4,5,3,4,4,4,5,5,4,3,4,4,Satisfied
Female,58,Returning,Business,Business,3386,4,0,5,5,5,4,5,4,4,4,4,5,4,5,4,4,Satisfied
Female,57,Returning,Business,Business,1766,0,37,5,3,3,5,5,5,5,5,3,4,5,5,5,5,Very Satisfied
Male,57,Returning,Business,Business,2938,9,13,4,5,4,4,4,2,5,2,4,4,2,4,2,2,Neutral
Female,45,Returning,Business,Business,3334,51,48,4,2,3,5,2,4,5,4,5,4,4,2,4,4,Satisfied
Male,31,Returning,Business,Business,2641,0,0,2,2,4,5,2,4,5,4,5,5,4,2,5,5,Satisfied
Female,34,First-time,Business,Economy,510,0,0,3,2,2,2,4,3,1,4,1,1,4,2,1,3,Dissatisfied
Male,22,First-time,Business,Economy,510,0,0,0,1,5,1,3,5,5,5,5,5,5,1,5,5,Satisfied
Female,21,First-time,Business,Business,110,5,2,4,2,4,2,3,1,5,4,5,5,3,2,5,3,Neutral
Female,68,Returning,Personal,Economy,510,0,0,3,3,5,4,4,1,3,3,4,5,1,3,1,1,Neutral
Female,58,Returning,Personal,Economy,510,12,14,1,4,4,3,2,2,2,4,1,5,2,4,2,2,Neutral
Female,37,Returning,Personal,Economy,510,0,0,4,2,5,2,3,3,5,3,3,3,5,2,3,4,Neutral
Female,60,Returning,Business,Business,3587,18,19,1,1,4,4,1,5,5,5,5,3,5,1,5,5,Satisfied
Male,68,Returning,Business,Business,3215,0,0,3,3,3,4,3,4,4,4,5,5,4,3,4,4,Satisfied
Male,32,Returning,Personal,Economy Plus,510,0,60,5,2,4,2,3,5,2,2,2,2,5,2,2,4,Neutral
Male,48,Returning,Business,Business,2114,0,0,5,5,4,4,5,4,5,4,4,2,4,5,4,4,Satisfied
Female,25,First-time,Business,Business,925,0,0,3,5,4,5,1,3,2,4,2,2,5,5,2,5,Neutral
Female,52,Returning,Personal,Business,925,0,0,4,3,3,1,5,1,4,3,4,2,1,2,1,1,Neutral
Female,46,Returning,Business,Business,925,17,9,3,3,5,5,3,5,4,5,3,3,5,3,5,5,Satisfied
Male,46,Returning,Business,Business,925,0,0,1,1,4,4,1,5,4,5,5,4,5,1,5,5,Satisfied
Male,25,First-time,Business,Business,925,0,0,0,5,5,5,4,4,2,3,2,2,4,5,2,4,Neutral
Female,39,Returning,Business,Business,2243,0,4,4,4,4,4,4,4,5,4,5,2,4,4,4,4,Satisfied
Male,52,Returning,Business,Business,925,0,0,5,5,4,4,5,5,4,5,3,3,5,5,5,5,Very Satisfied
Female,36,Returning,Business,Business,925,34,56,3,3,4,5,3,3,4,4,3,5,3,3,3,3,Satisfied
Female,30,First-time,Business,Economy,925,0,0,3,3,4,3,3,3,1,2,1,1,3,2,1,3,Dissatisfied
Female,45,Returning,Business,Business,3277,0,0,4,1,4,4,4,4,4,4,5,4,4,4,4,4,Satisfied
Male,9,Returning,Business,Business,3612,0,0,3,3,1,4,3,3,4,1,4,4,3,4,4,4,Neutral
Male,19,First-time,Business,Business,925,0,0,4,4,4,4,3,5,4,3,4,4,4,4,4,4,Satisfied
Male,22,First-time,Business,Economy,925,0,0,3,3,4,3,4,3,1,4,1,1,3,3,1,3,Neutral
Female,38,Returning,Business,Business,925,10,8,5,5,4,2,5,3,1,3,4,1,3,3,3,3,Neutral
Female,47,Returning,Business,Business,1992,0,0,4,4,3,5,4,5,5,5,3,5,5,4,5,5,Satisfied
Female,16,Returning,Business,Business,2419,0,0,1,1,5,5,1,2,5,3,5,5,2,1,5,5,Neutral
Male,35,Returning,Personal,Economy,925,0,0,4,3,5,3,4,5,2,2,4,4,5,3,4,4,Satisfied
Female,24,Returning,Personal,Economy,925,0,3,4,1,4,1,4,3,1,4,1,1,4,2,1,4,Neutral
Female,22,Returning,Personal,Economy,925,4,14,5,3,5,3,2,5,1,2,3,3,5,3,3,4,Neutral
Female,55,Returning,Personal,Economy,925,0,0,5,1,3,5,3,4,4,1,3,2,4,1,4,4,Neutral
Female,68,Returning,Personal,Economy,925,0,6,5,2,3,2,2,1,5,2,2,5,1,2,1,3,Neutral
Female,28,Returning,Business,Economy Plus,925,7,5,4,4,1,2,4,1,2,3,2,2,3,2,2,3,Neutral
Female,23,Returning,Personal,Economy Plus,925,0,9,4,4,5,4,3,5,5,5,4,4,4,4,4,5,Satisfied
Male,50,Returning,Personal,Economy Plus,925,1,0,4,4,5,4,1,5,1,5,1,1,3,4,1,3,Neutral
Female,22,Returning,Personal,Economy Plus,925,45,37,3,2,2,2,3,3,5,5,5,5,1,3,5,1,Neutral
Female,60,Returning,Business,Business,2030,0,0,4,4,5,4,4,2,4,2,4,2,2,4,2,2,Neutral
Male,21,First-time,Business,Business,762,0,0,4,5,3,5,5,5,4,4,4,4,4,5,4,4,Satisfied
Male,34,Returning,Business,Business,762,0,0,1,1,3,5,1,4,5,5,4,4,4,1,4,4,Neutral
Female,50,Returning,Business,Business,1995,88,56,5,5,4,5,5,4,4,4,4,5,4,5,4,4,Satisfied
Male,46,Returning,Personal,Business,762,40,66,4,3,4,5,4,1,4,3,3,3,1,3,1,1,Neutral
Female,64,First-time,Business,Business,762,0,0,2,2,4,2,2,5,5,4,5,5,4,2,5,4,Satisfied
Male,32,First-time,Business,Business,762,0,0,1,1,5,1,4,3,4,3,4,4,4,1,4,5,Neutral
Male,49,Returning,Business,Business,3247,0,0,1,1,4,4,1,5,5,5,3,5,5,1,5,5,Satisfied
Male,44,Returning,Business,Business,2520,75,60,4,4,3,4,4,4,5,5,3,2,4,4,4,4,Satisfied
Female,47,Returning,Business,Business,2467,0,0,2,2,3,5,2,2,4,2,4,3,2,2,2,2,Neutral
Female,23,First-time,Business,Economy,762,0,0,3,3,5,3,1,5,2,2,2,2,5,3,2,4,Neutral
